Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2533,133,4,2000,7,44,0.0,0.0,0.81,0.0,0.8194989064469493
2534,114,3,2006,0,39,0.73,0.03,0.0,0.06,0.8102172169149274
2547,383,22,2009,10,72,0.12,0.58,0.03,0.08,0.8049006185229952
2618,94,22,2013,0,36,0.44,0.27,0.01,0.07,0.790920966077129
2638,392,3,2009,5,135,0.41,0.3,0.0,0.07,0.7818438800833709
2648,536,22,2011,10,125,0.53,0.19,0.0,0.06,0.7818438800833709
2655,245,6,2002,8,42,0.6,0.16,0.0,0.02,0.7818438800833709
2667,350,15,2008,6,42,0.23,0.32,0.03,0.19,0.773967250508009
2696,468,11,1995,2,138,0.17,0.11,0.43,0.05,0.7621504052222748
2773,296,1,2015,7,92,0.16,0.3,0.25,0.04,0.7370306874170426
2868,141,13,2007,0,130,0.18,0.08,0.41,0.04,0.7120578776408203
2893,547,15,2010,2,125,0.22,0.31,0.0,0.17,0.7120578776408203
2902,455,15,2005,0,7,0.35,0.21,0.0,0.14,0.7120578776408203
2919,240,23,2005,7,84,0.48,0.19,0.0,0.03,0.7007719745592829
2928,18,15,2005,4,114,0.52,0.01,0.12,0.05,0.7007719745592829
2955,442,13,2014,0,7,0.24,0.33,0.0,0.12,0.6861417639686345
2988,224,15,2007,10,114,0.21,0.11,0.28,0.08,0.6810442987491832
3000,399,20,2006,8,135,0.55,0.04,0.04,0.05,0.6810442987491832
3027,481,20,2008,3,89,0.0,0.0,0.67,0.0,0.6673448621589927
3038,480,20,2008,5,135,0.18,0.41,0.0,0.08,0.6673448621589927
3047,370,3,2007,1,26,0.33,0.05,0.25,0.04,0.6673448621589927
3049,46,13,2014,8,129,0.25,0.26,0.05,0.11,0.666760218732244
3108,321,12,2002,6,135,0.32,0.25,0.0,0.08,0.6511919744924352
3112,137,3,2009,5,125,0.45,0.14,0.0,0.06,0.6511919744924352
3124,302,11,2000,1,5,0.36,0.24,0.0,0.04,0.6511919744924352
3133,425,13,2010,0,26,0.17,0.04,0.4,0.03,0.6478595319926377
3144,305,23,2003,8,129,0.47,0.15,0.0,0.02,0.6375318797878873
3204,213,3,2009,0,42,0.21,0.35,0.0,0.07,0.6291186207445736
3218,528,22,2009,8,7,0.34,0.23,0.0,0.06,0.6291186207445736
3237,346,6,2002,3,89,0.48,0.13,0.0,0.02,0.6278783809457475
3310,207,23,2005,8,42,0.37,0.21,0.0,0.03,0.613079666373745
3356,397,12,2001,6,135,0.29,0.23,0.0,0.08,0.5991252399185281
3399,340,11,2000,10,86,0.33,0.22,0.0,0.04,0.5861746297431946
3437,258,18,1994,10,92,0.0,0.0,0.59,0.0,0.5857250115266688
3455,508,10,2009,9,42,0.02,0.18,0.0,0.39,0.5787679959323896
3462,419,11,2000,10,0,0.32,0.22,0.0,0.04,0.5787679959323896
3484,334,22,2006,10,129,0.53,0.0,0.0,0.04,0.5787679959323896
3550,49,3,2007,1,125,0.29,0.22,0.0,0.06,0.5701438494822982
3551,393,23,2002,6,84,0.39,0.16,0.0,0.02,0.5701438494822982
3608,286,20,2008,0,7,0.32,0.18,0.0,0.05,0.5605119292568418
3686,521,11,1996,3,83,0.3,0.21,0.0,0.04,0.5499628871690586
3715,417,12,2004,6,89,0.26,0.21,0.0,0.07,0.5413882386325765
3776,186,11,1999,4,41,0.3,0.2,0.0,0.03,0.5312744783835386
3778,42,23,2004,10,86,0.4,0.11,0.0,0.02,0.5312744783835386
3813,32,16,2013,0,140,0.2,0.2,0.0,0.13,0.5312744783835386
3822,362,11,2000,3,14,0.0,0.0,0.49,0.03,0.5301331324711964
3892,451,15,2009,2,89,0.12,0.2,0.07,0.12,0.507137679885564
3896,192,22,2011,8,7,0.25,0.21,0.0,0.05,0.507137679885564
3911,292,22,2010,10,129,0.47,0.0,0.0,0.04,0.507137679885564
3917,86,11,1996,11,20,0.0,0.0,0.48,0.03,0.507137679885564
3928,213,15,2009,0,42,0.18,0.21,0.0,0.12,0.507137679885564
3944,199,24,2015,3,7,0.29,0.17,0.0,0.05,0.507137679885564
3949,489,5,2004,0,125,0.36,0.13,0.0,0.01,0.5051330608407123
3952,449,12,2006,6,111,0.42,0.02,0.0,0.07,0.5021417534570141
3955,316,0,1983,0,16,0.47,0.03,0.0,0.01,0.5021417534570141
4048,131,22,2008,2,16,0.24,0.18,0.03,0.05,0.4919204328985276
4052,239,17,1997,10,111,0.0,0.0,0.49,0.0,0.4919204328985276
4105,144,11,1999,2,5,0.27,0.18,0.0,0.03,0.4792688410401278
4114,424,12,2003,9,76,0.24,0.18,0.0,0.06,0.4792688410401278
4118,338,12,2008,10,42,0.4,0.02,0.0,0.07,0.4792688410401278
4139,160,22,2006,10,42,0.19,0.27,0.01,0.0,0.4792688410401278
4151,337,8,1998,10,42,0.45,0.02,0.0,0.0,0.46836339923676534
4178,226,12,2002,6,125,0.23,0.18,0.0,0.06,0.46836339923676534
4197,409,22,2011,0,111,0.28,0.13,0.01,0.04,0.46836339923676534
4210,66,12,2009,6,125,0.27,0.03,0.0,0.17,0.46836339923676534
4235,81,20,2011,3,54,0.44,0.0,0.0,0.03,0.4555361689061403
4253,439,12,2007,3,114,0.23,0.18,0.0,0.06,0.4555361689061403
4299,233,13,2010,7,130,0.22,0.11,0.07,0.05,0.4555361689061403
4349,457,13,2010,0,7,0.26,0.13,0.0,0.06,0.45258059333495937
4402,298,21,2015,10,92,0.13,0.16,0.13,0.03,0.45258059333495937
4405,423,12,2004,0,125,0.22,0.17,0.0,0.06,0.45258059333495937
4493,403,20,2009,10,80,0.41,0.0,0.0,0.03,0.43623479258005277
4513,336,20,2010,10,42,0.38,0.03,0.0,0.03,0.4282417511543445
4578,3,12,2006,8,41,0.35,0.01,0.0,0.06,0.416940156203144
4603,145,23,2004,10,55,0.32,0.09,0.0,0.02,0.416940156203144
4619,487,23,2002,6,16,0.35,0.05,0.0,0.02,0.416940156203144
4704,563,22,2014,8,22,0.18,0.19,0.0,0.04,0.4112393969982094
4747,354,20,2010,0,109,0.21,0.12,0.04,0.03,0.4112393969982094
4885,250,12,2007,6,125,0.19,0.15,0.01,0.05,0.38948001429814477
4912,276,15,2006,4,114,0.14,0.05,0.16,0.04,0.38948001429814477
4971,420,1,2011,0,130,0.12,0.05,0.2,0.01,0.38948001429814477
4974,90,20,2009,3,96,0.0,0.36,0.0,0.02,0.38948001429814477
4976,242,3,2007,3,135,0.38,0.0,0.0,0.0,0.38736730321527624
4998,189,16,2015,7,89,0.0,0.01,0.37,0.0,0.3791982335417601
5003,534,6,2002,8,5,0.3,0.08,0.0,0.01,0.3791982335417601
5032,319,11,1996,0,89,0.0,0.0,0.36,0.02,0.3791982335417601
5080,497,15,2006,0,111,0.11,0.16,0.0,0.1,0.3791982335417601
5111,401,12,2003,10,90,0.18,0.14,0.0,0.05,0.3699432131675471
5116,287,15,2010,10,42,0.35,0.0,0.0,0.03,0.3699432131675471
5122,575,11,1998,1,114,0.0,0.0,0.35,0.02,0.3699432131675471
5139,552,22,2009,8,140,0.17,0.15,0.0,0.04,0.3699432131675471
5204,341,12,2000,10,114,0.18,0.14,0.0,0.05,0.36294626732063795
5212,568,11,2001,6,7,0.2,0.14,0.0,0.02,0.36294626732063795
5270,92,24,2016,7,89,0.23,0.09,0.0,0.03,0.34995197843165665
5279,426,1,2013,0,89,0.0,0.0,0.35,0.0,0.34995197843165665
5311,407,12,2003,0,26,0.17,0.13,0.0,0.04,0.34995197843165665
5358,140,12,2006,0,130,0.11,0.09,0.12,0.03,0.33800399835798517
5490,445,21,2014,0,111,0.21,0.09,0.0,0.03,0.3300728320590589
5535,367,11,1994,8,72,0.0,0.0,0.31,0.02,0.3300728320590589
5550,148,22,2007,7,16,0.19,0.04,0.08,0.02,0.3300728320590589
5579,238,13,2014,2,89,0.04,0.06,0.2,0.02,0.3204094070892625
5608,30,10,2009,0,41,0.0,0.27,0.0,0.05,0.32011953880152183
5676,289,5,2001,10,42,0.23,0.08,0.0,0.01,0.32011953880152183
5721,500,20,2008,0,111,0.28,0.01,0.0,0.02,0.3095580943020703
5744,21,12,2003,9,10,0.07,0.06,0.16,0.02,0.3095580943020703
5751,473,11,1999,11,20,0.0,0.0,0.29,0.02,0.3095580943020703
5756,191,8,1998,4,72,0.06,0.02,0.13,0.1,0.3095580943020703
5803,39,12,2002,0,7,0.15,0.12,0.0,0.04,0.3095580943020703
5850,380,22,2011,2,135,0.18,0.1,0.0,0.03,0.2987005953975292
5852,390,3,2009,5,111,0.0,0.0,0.3,0.0,0.2987005953975292
5869,135,13,2013,7,115,0.1,0.0,0.19,0.02,0.2987005953975292
5910,558,18,1995,10,130,0.0,0.0,0.3,0.0,0.2987005953975292
5923,476,16,2014,7,89,0.0,0.0,0.3,0.0,0.2987005953975292
5931,132,16,2016,7,115,0.0,0.0,0.3,0.0,0.2987005953975292
5969,494,22,2009,8,16,0.16,0.1,0.0,0.03,0.29151873432207803
5974,198,17,1995,7,111,0.0,0.0,0.29,0.0,0.29151873432207803
5980,169,11,1999,10,72,0.16,0.11,0.0,0.02,0.29151873432207803
6054,525,22,2011,0,7,0.13,0.13,0.0,0.03,0.29151873432207803
6058,391,20,2007,5,35,0.26,0.0,0.0,0.02,0.29151873432207803
6121,513,11,2000,4,135,0.16,0.11,0.0,0.02,0.2784817713050502
6149,530,8,1999,10,42,0.27,0.01,0.0,0.0,0.2784817713050502
6198,335,11,1995,10,72,0.16,0.11,0.0,0.02,0.2784817713050502
6250,379,5,2001,10,72,0.0,0.0,0.27,0.01,0.2784817713050502
6257,120,4,2000,4,92,0.0,0.0,0.28,0.0,0.2784817713050502
6308,38,18,1993,2,89,0.0,0.0,0.27,0.0,0.26868341398797746
6322,490,13,2011,0,135,0.06,0.16,0.0,0.05,0.26868341398797746
6328,112,6,2005,4,39,0.21,0.05,0.0,0.01,0.26868341398797746
6362,412,22,2008,3,72,0.25,0.0,0.0,0.02,0.26868341398797746
6364,269,24,2014,0,140,0.13,0.12,0.0,0.02,0.26868341398797746
6378,474,11,1999,6,42,0.15,0.1,0.0,0.02,0.26868341398797746
6439,450,5,2004,3,137,0.19,0.07,0.0,0.0,0.26868341398797746
6444,402,20,2010,8,80,0.25,0.0,0.0,0.02,0.2611251883940623
6457,364,23,2002,8,111,0.16,0.05,0.04,0.01,0.2611251883940623
6480,553,20,2009,9,89,0.24,0.0,0.0,0.02,0.2611251883940623
6493,168,5,2006,7,92,0.0,0.0,0.26,0.01,0.2611251883940623
6553,378,3,2004,5,92,0.13,0.01,0.11,0.01,0.2611251883940623
6633,179,17,1994,8,5,0.0,0.0,0.25,0.0,0.25184219075939057
6637,551,12,2003,3,39,0.12,0.1,0.0,0.03,0.25184219075939057
6673,456,22,2011,0,7,0.18,0.05,0.0,0.02,0.25184219075939057
6704,567,12,2003,10,111,0.12,0.1,0.0,0.03,0.25184219075939057
6706,386,17,1998,10,111,0.0,0.0,0.25,0.0,0.25184219075939057
6772,125,12,2005,1,55,0.12,0.09,0.0,0.03,0.24853856831033164
6920,410,13,2012,7,36,0.04,0.14,0.01,0.05,0.2401389635311304
6941,394,0,1988,0,7,0.22,0.01,0.0,0.0,0.2401389635311304
6959,550,12,2003,4,19,0.11,0.09,0.0,0.03,0.22710591124698953
6983,83,13,2008,7,94,0.14,0.02,0.05,0.02,0.22710591124698953
6991,544,22,2010,10,111,0.08,0.13,0.0,0.03,0.22710591124698953
6997,216,16,2012,3,111,0.0,0.0,0.23,0.0,0.22710591124698953
7005,277,20,2007,0,140,0.21,0.01,0.0,0.02,0.22710591124698953
7008,372,15,2005,3,102,0.2,0.01,0.0,0.02,0.22710591124698953
7012,374,20,2008,1,7,0.2,0.02,0.0,0.02,0.22710591124698953
7046,329,13,2007,6,42,0.15,0.05,0.0,0.03,0.22710591124698953
7064,164,20,2008,0,135,0.2,0.01,0.0,0.02,0.22710591124698953
7105,223,20,2007,10,1,0.21,0.0,0.0,0.02,0.22710591124698953
7119,74,13,2011,8,135,0.09,0.1,0.0,0.04,0.22710591124698953
7140,477,12,2008,2,86,0.1,0.0,0.0,0.12,0.21978732565019715
7192,180,12,2004,2,89,0.03,0.02,0.17,0.01,0.21978732565019715
7201,270,10,2012,0,140,0.07,0.13,0.0,0.03,0.21978732565019715
7215,264,10,2006,0,140,0.05,0.14,0.0,0.03,0.21978732565019715
7216,139,5,2004,3,16,0.16,0.06,0.0,0.0,0.21978732565019715
7245,430,23,2004,8,41,0.16,0.05,0.0,0.01,0.21978732565019715
7347,557,12,2000,6,65,0.1,0.08,0.0,0.03,0.21149463786602557
7354,283,23,2003,2,56,0.16,0.05,0.0,0.01,0.21149463786602557
7355,184,13,2010,0,89,0.0,0.0,0.21,0.0,0.21149463786602557
7425,546,13,2006,6,24,0.0,0.15,0.01,0.05,0.21149463786602557
7444,344,6,2001,10,86,0.16,0.04,0.0,0.01,0.21149463786602557
7462,97,22,2010,8,89,0.11,0.08,0.0,0.02,0.21149463786602557
7474,503,20,2008,3,125,0.19,0.0,0.0,0.01,0.21149463786602557
7502,301,5,2002,3,5,0.15,0.05,0.0,0.0,0.19944555739970446
7512,62,12,2004,2,26,0.1,0.08,0.0,0.03,0.19944555739970446
7553,50,6,2005,3,125,0.16,0.04,0.0,0.01,0.19944555739970446
7574,63,13,2011,0,111,0.1,0.07,0.0,0.03,0.19944555739970446
7589,96,12,2005,8,42,0.1,0.08,0.0,0.03,0.19944555739970446
7627,331,15,2006,10,114,0.18,0.0,0.0,0.02,0.19944555739970446
7630,291,3,2011,9,7,0.14,0.04,0.0,0.02,0.19944555739970446
7654,91,13,2010,9,72,0.12,0.05,0.0,0.02,0.19944555739970446
7657,347,11,1996,3,114,0.02,0.01,0.16,0.01,0.19944555739970446
7725,36,20,2009,0,72,0.15,0.0,0.03,0.01,0.19944555739970446
7785,327,3,2010,5,48,0.01,0.16,0.0,0.02,0.19032635875004733
7792,248,8,1996,10,72,0.0,0.0,0.19,0.0,0.19032635875004733
7896,429,20,2010,10,135,0.14,0.03,0.0,0.01,0.19032635875004733
7931,511,18,1993,9,60,0.0,0.0,0.19,0.0,0.19032635875004733
7959,53,11,1996,4,6,0.1,0.07,0.0,0.01,0.19032635875004733
7967,323,20,2009,6,26,0.05,0.11,0.0,0.02,0.19032635875004733
8103,233,16,2013,7,32,0.09,0.0,0.07,0.02,0.1797419507880797
8131,13,3,2011,0,111,0.1,0.06,0.0,0.02,0.1797419507880797
8138,219,13,2011,8,137,0.17,0.0,0.0,0.01,0.1797419507880797
8140,123,10,2016,8,22,0.06,0.1,0.0,0.01,0.1797419507880797
8178,138,20,2011,6,135,0.06,0.09,0.0,0.02,0.1797419507880797
8207,68,20,2008,2,72,0.13,0.02,0.01,0.01,0.1786297996061924
8253,514,11,1996,0,9,0.1,0.07,0.0,0.01,0.1710099263670391
8262,499,6,2003,4,139,0.13,0.03,0.0,0.0,0.1710099263670391
8284,452,11,1999,1,28,0.0,0.0,0.16,0.01,0.1710099263670391
8318,342,15,2006,10,42,0.13,0.02,0.0,0.02,0.1710099263670391
8330,524,22,2014,0,7,0.09,0.07,0.0,0.02,0.1710099263670391
8362,182,12,2001,10,130,0.05,0.04,0.06,0.01,0.1710099263670391
8365,176,22,2007,3,84,0.14,0.01,0.0,0.01,0.1710099263670391
8403,306,6,2003,4,26,0.13,0.03,0.0,0.0,0.1710099263670391
8443,461,3,2005,0,139,0.14,0.01,0.0,0.01,0.1710099263670391
8460,98,0,1982,0,18,0.15,0.01,0.0,0.0,0.1710099263670391
8476,72,13,2009,0,7,0.15,0.0,0.0,0.01,0.15853689784638095
8484,201,20,2010,8,91,0.08,0.06,0.0,0.02,0.15853689784638095
8506,491,20,2012,0,7,0.11,0.04,0.0,0.01,0.15853689784638095
8524,328,11,1998,6,58,0.09,0.06,0.0,0.01,0.15853689784638095
8529,384,22,2014,10,72,0.05,0.1,0.0,0.01,0.15853689784638095
8589,453,8,1999,8,7,0.13,0.03,0.0,0.0,0.15853689784638095
8591,101,8,1999,6,125,0.13,0.03,0.0,0.0,0.15853689784638095
8623,15,22,2005,10,129,0.13,0.02,0.0,0.01,0.15853689784638095
8640,260,5,2001,6,72,0.09,0.03,0.04,0.0,0.15853689784638095
8642,43,13,2008,10,86,0.11,0.03,0.0,0.02,0.15853689784638095
8650,531,20,2011,3,42,0.1,0.04,0.0,0.01,0.15853689784638095
8663,422,22,2010,0,72,0.1,0.04,0.0,0.01,0.15853689784638095
8707,540,3,2005,0,7,0.14,0.0,0.0,0.01,0.15853689784638095
8743,41,23,2004,4,84,0.12,0.03,0.0,0.01,0.150046909982785
8800,496,5,2005,1,125,0.11,0.04,0.0,0.0,0.150046909982785
8827,253,3,2011,3,137,0.14,0.0,0.0,0.01,0.150046909982785
8869,57,20,2009,0,37,0.14,0.0,0.0,0.01,0.150046909982785
8880,227,20,2007,6,7,0.13,0.0,0.0,0.01,0.150046909982785
8891,423,23,2004,0,125,0.11,0.03,0.0,0.01,0.150046909982785
8898,467,5,2004,3,137,0.11,0.04,0.0,0.0,0.150046909982785
8943,181,11,1999,1,33,0.08,0.06,0.0,0.01,0.150046909982785
9011,279,16,2014,7,94,0.07,0.03,0.02,0.03,0.1406201085706147
9037,130,10,2010,7,42,0.0,0.12,0.0,0.02,0.1406201085706147
9041,23,3,2006,6,135,0.09,0.04,0.0,0.01,0.1406201085706147
9090,303,11,2001,0,5,0.08,0.05,0.0,0.01,0.1406201085706147
9103,361,15,2009,10,128,0.09,0.0,0.04,0.01,0.1406201085706147
9132,51,11,1997,6,125,0.08,0.05,0.0,0.01,0.1406201085706147
9145,229,22,2010,0,7,0.11,0.02,0.0,0.01,0.1406201085706147
9176,202,5,2002,0,26,0.0,0.0,0.14,0.0,0.1406201085706147
9186,320,1,2015,0,26,0.0,0.0,0.14,0.0,0.1406201085706147
9203,252,22,2011,3,72,0.13,0.0,0.0,0.01,0.1406201085706147
9204,28,11,2001,4,137,0.08,0.05,0.0,0.01,0.1406201085706147
9221,212,15,2007,3,98,0.12,0.0,0.0,0.01,0.1406201085706147
9230,581,3,2005,0,72,0.0,0.04,0.1,0.0,0.1406201085706147
9242,584,15,2010,7,94,0.07,0.0,0.06,0.01,0.1406201085706147
9310,300,11,2001,0,5,0.08,0.05,0.0,0.01,0.1406201085706147
9371,526,24,2015,0,7,0.09,0.03,0.0,0.01,0.1279989979359859
9372,149,10,2012,0,110,0.0,0.12,0.0,0.02,0.1279989979359859
9378,26,11,1997,7,72,0.07,0.05,0.0,0.01,0.1279989979359859
9428,172,6,2002,4,72,0.1,0.03,0.0,0.0,0.1279989979359859
9434,509,11,1998,11,41,0.07,0.05,0.0,0.01,0.1279989979359859
9450,230,13,2014,1,75,0.03,0.08,0.0,0.02,0.1279989979359859
9508,195,22,2011,0,140,0.07,0.05,0.0,0.01,0.1279989979359859
9544,5,3,2007,5,52,0.1,0.01,0.0,0.01,0.1279989979359859
9604,436,20,2009,9,42,0.1,0.01,0.0,0.01,0.1279989979359859
9726,16,16,2013,11,7,0.05,0.04,0.0,0.03,0.11936980339607402
9742,146,20,2009,1,79,0.11,0.01,0.0,0.01,0.11936980339607402
9774,582,12,2005,1,129,0.06,0.05,0.0,0.02,0.11936980339607402
9782,432,1,2015,7,17,0.0,0.03,0.09,0.0,0.11936980339607402
9820,413,8,1999,4,135,0.1,0.02,0.0,0.0,0.11936980339607402
9830,369,22,2006,7,111,0.09,0.02,0.0,0.01,0.11936980339607402
9857,537,5,2003,3,131,0.09,0.03,0.0,0.0,0.11936980339607402
9880,4,14,2016,0,132,0.03,0.07,0.0,0.02,0.11936980339607402
9882,151,13,2011,3,114,0.11,0.0,0.0,0.01,0.11936980339607402
9890,281,23,2003,10,84,0.09,0.03,0.0,0.0,0.11936980339607402
9892,510,22,2014,1,132,0.04,0.07,0.0,0.01,0.11936980339607402
9905,6,15,2011,9,89,0.0,0.0,0.12,0.0,0.11936980339607402
9957,539,3,2007,5,131,0.11,0.0,0.0,0.01,0.11936980339607402
9958,516,16,2014,7,11,0.06,0.01,0.02,0.02,0.11936980339607402
9963,125,6,2005,1,55,0.09,0.02,0.0,0.0,0.11936980339607402
9966,512,11,1998,7,17,0.06,0.04,0.0,0.01,0.11936980339607402
9986,127,3,2009,10,89,0.0,0.0,0.12,0.0,0.11936980339607402
9993,215,20,2011,3,42,0.11,0.0,0.0,0.01,0.11936980339607402
10005,458,23,2002,6,16,0.09,0.02,0.0,0.0,0.11226434446695815
