Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
4299,233,13,2010.0,7,130,0.22,0.11,0.07,0.05,0.46
4349,457,13,2010.0,0,7,0.26,0.13,0.0,0.06,0.45
4402,298,21,2015.0,10,92,0.13,0.16,0.13,0.03,0.45
4405,423,12,2004.0,0,125,0.22,0.17,0.0,0.06,0.45
4493,403,20,2009.0,10,80,0.41,0.0,0.0,0.03,0.44
4513,336,20,2010.0,10,42,0.38,0.03,0.0,0.03,0.43
4578,3,12,2006.0,8,41,0.35,0.01,0.0,0.06,0.42
4603,145,23,2004.0,10,55,0.32,0.09,0.0,0.02,0.42
4619,487,23,2002.0,6,16,0.35,0.05,0.0,0.02,0.42
4704,563,22,2014.0,8,22,0.18,0.19,0.0,0.04,0.41
4747,354,20,2010.0,0,109,0.21,0.12,0.04,0.03,0.41
4885,250,12,2007.0,6,125,0.19,0.15,0.01,0.05,0.39
4912,276,15,2006.0,4,114,0.14,0.05,0.16,0.04,0.39
4971,420,1,2011.0,0,130,0.12,0.05,0.2,0.01,0.39
4974,90,20,2009.0,3,96,0.0,0.36,0.0,0.02,0.39
4976,242,3,2007.0,3,135,0.38,0.0,0.0,0.0,0.38
4998,189,16,2015.0,7,89,0.0,0.01,0.37,0.0,0.38
5003,534,6,2002.0,8,5,0.3,0.08,0.0,0.01,0.38
5032,319,11,1996.0,0,89,0.0,0.0,0.36,0.02,0.38
5080,497,15,2006.0,0,111,0.11,0.16,0.0,0.1,0.38
5111,401,12,2003.0,10,90,0.18,0.14,0.0,0.05,0.37
5116,287,15,2010.0,10,42,0.35,0.0,0.0,0.03,0.37
5122,575,11,1998.0,1,114,0.0,0.0,0.35,0.02,0.37
5139,552,22,2009.0,8,140,0.17,0.15,0.0,0.04,0.37
5204,341,12,2000.0,10,114,0.18,0.14,0.0,0.05,0.36
5212,568,11,2001.0,6,7,0.2,0.14,0.0,0.02,0.36
5270,92,24,2016.0,7,89,0.23,0.09,0.0,0.03,0.35
5279,426,1,2013.0,0,89,0.0,0.0,0.35,0.0,0.35
5311,407,12,2003.0,0,26,0.17,0.13,0.0,0.04,0.35
5358,140,12,2006.0,0,130,0.11,0.09,0.12,0.03,0.34
5490,445,21,2014.0,0,111,0.21,0.09,0.0,0.03,0.33
5535,367,11,1994.0,8,72,0.0,0.0,0.31,0.02,0.33
5550,148,22,2007.0,7,16,0.19,0.04,0.08,0.02,0.33
5579,238,13,2014.0,2,89,0.04,0.06,0.2,0.02,0.32
5608,30,10,2009.0,0,41,0.0,0.27,0.0,0.05,0.32
5676,289,5,2001.0,10,42,0.23,0.08,0.0,0.01,0.32
5721,500,20,2008.0,0,111,0.28,0.01,0.0,0.02,0.31
5744,21,12,2003.0,9,10,0.07,0.06,0.16,0.02,0.31
5751,473,11,1999.0,11,20,0.0,0.0,0.29,0.02,0.31
5756,191,8,1998.0,4,72,0.06,0.02,0.13,0.1,0.31
5803,39,12,2002.0,0,7,0.15,0.12,0.0,0.04,0.31
5850,380,22,2011.0,2,135,0.18,0.1,0.0,0.03,0.3
5852,390,3,2009.0,5,111,0.0,0.0,0.3,0.0,0.3
5869,135,13,2013.0,7,115,0.1,0.0,0.19,0.02,0.3
5910,558,18,1995.0,10,130,0.0,0.0,0.3,0.0,0.3
5923,476,16,2014.0,7,89,0.0,0.0,0.3,0.0,0.3
5931,132,16,2016.0,7,115,0.0,0.0,0.3,0.0,0.3
5969,494,22,2009.0,8,16,0.16,0.1,0.0,0.03,0.29
5974,198,17,1995.0,7,111,0.0,0.0,0.29,0.0,0.29
5980,169,11,1999.0,10,72,0.16,0.11,0.0,0.02,0.29
6054,525,22,2011.0,0,7,0.13,0.13,0.0,0.03,0.29
6058,391,20,2007.0,5,35,0.26,0.0,0.0,0.02,0.29
6121,513,11,2000.0,4,135,0.16,0.11,0.0,0.02,0.28
6149,530,8,1999.0,10,42,0.27,0.01,0.0,0.0,0.28
6198,335,11,1995.0,10,72,0.16,0.11,0.0,0.02,0.28
6250,379,5,2001.0,10,72,0.0,0.0,0.27,0.01,0.28
6257,120,4,2000.0,4,92,0.0,0.0,0.28,0.0,0.28
6308,38,18,1993.0,2,89,0.0,0.0,0.27,0.0,0.27
6322,490,13,2011.0,0,135,0.06,0.16,0.0,0.05,0.27
6328,112,6,2005.0,4,39,0.21,0.05,0.0,0.01,0.27
6362,412,22,2008.0,3,72,0.25,0.0,0.0,0.02,0.27
6364,269,24,2014.0,0,140,0.13,0.12,0.0,0.02,0.27
6378,474,11,1999.0,6,42,0.15,0.1,0.0,0.02,0.27
6439,450,5,2004.0,3,137,0.19,0.07,0.0,0.0,0.27
6444,402,20,2010.0,8,80,0.25,0.0,0.0,0.02,0.26
6457,364,23,2002.0,8,111,0.16,0.05,0.04,0.01,0.26
6480,553,20,2009.0,9,89,0.24,0.0,0.0,0.02,0.26
6493,168,5,2006.0,7,92,0.0,0.0,0.26,0.01,0.26
6553,378,3,2004.0,5,92,0.13,0.01,0.11,0.01,0.26
6633,179,17,1994.0,8,5,0.0,0.0,0.25,0.0,0.25
6637,551,12,2003.0,3,39,0.12,0.1,0.0,0.03,0.25
6673,456,22,2011.0,0,7,0.18,0.05,0.0,0.02,0.25
6704,567,12,2003.0,10,111,0.12,0.1,0.0,0.03,0.25
6706,386,17,1998.0,10,111,0.0,0.0,0.25,0.0,0.25
6772,125,12,2005.0,1,55,0.12,0.09,0.0,0.03,0.24
6920,410,13,2012.0,7,36,0.04,0.14,0.01,0.05,0.24
6941,394,0,1988.0,0,7,0.22,0.01,0.0,0.0,0.24
6959,550,12,2003.0,4,19,0.11,0.09,0.0,0.03,0.23
6983,83,13,2008.0,7,94,0.14,0.02,0.05,0.02,0.23
6991,544,22,2010.0,10,111,0.08,0.13,0.0,0.03,0.23
6997,216,16,2012.0,3,111,0.0,0.0,0.23,0.0,0.23
7005,277,20,2007.0,0,140,0.21,0.01,0.0,0.02,0.23
7008,372,15,2005.0,3,102,0.2,0.01,0.0,0.02,0.23
7012,374,20,2008.0,1,7,0.2,0.02,0.0,0.02,0.23
7046,329,13,2007.0,6,42,0.15,0.05,0.0,0.03,0.23
7064,164,20,2008.0,0,135,0.2,0.01,0.0,0.02,0.23
7105,223,20,2007.0,10,1,0.21,0.0,0.0,0.02,0.23
7119,74,13,2011.0,8,135,0.09,0.1,0.0,0.04,0.23
7140,477,12,2008.0,2,86,0.1,0.0,0.0,0.12,0.22
7192,180,12,2004.0,2,89,0.03,0.02,0.17,0.01,0.22
7201,270,10,2012.0,0,140,0.07,0.13,0.0,0.03,0.22
7215,264,10,2006.0,0,140,0.05,0.14,0.0,0.03,0.22
7216,139,5,2004.0,3,16,0.16,0.06,0.0,0.0,0.22
7245,430,23,2004.0,8,41,0.16,0.05,0.0,0.01,0.22
7347,557,12,2000.0,6,65,0.1,0.08,0.0,0.03,0.21
7354,283,23,2003.0,2,56,0.16,0.05,0.0,0.01,0.21
7355,184,13,2010.0,0,89,0.0,0.0,0.21,0.0,0.21
7425,546,13,2006.0,6,24,0.0,0.15,0.01,0.05,0.21
7444,344,6,2001.0,10,86,0.16,0.04,0.0,0.01,0.21
7462,97,22,2010.0,8,89,0.11,0.08,0.0,0.02,0.21
7474,503,20,2008.0,3,125,0.19,0.0,0.0,0.01,0.21
7502,301,5,2002.0,3,5,0.15,0.05,0.0,0.0,0.2
7512,62,12,2004.0,2,26,0.1,0.08,0.0,0.03,0.2
7553,50,6,2005.0,3,125,0.16,0.04,0.0,0.01,0.2
7574,63,13,2011.0,0,111,0.1,0.07,0.0,0.03,0.2
7589,96,12,2005.0,8,42,0.1,0.08,0.0,0.03,0.2
7627,331,15,2006.0,10,114,0.18,0.0,0.0,0.02,0.2
7630,291,3,2011.0,9,7,0.14,0.04,0.0,0.02,0.2
7654,91,13,2010.0,9,72,0.12,0.05,0.0,0.02,0.2
7657,347,11,1996.0,3,114,0.02,0.01,0.16,0.01,0.2
7725,36,20,2009.0,0,72,0.15,0.0,0.03,0.01,0.2
7785,327,3,2010.0,5,48,0.01,0.16,0.0,0.02,0.19
7792,248,8,1996.0,10,72,0.0,0.0,0.19,0.0,0.19
7896,429,20,2010.0,10,135,0.14,0.03,0.0,0.01,0.19
7931,511,18,1993.0,9,60,0.0,0.0,0.19,0.0,0.19
7959,53,11,1996.0,4,6,0.1,0.07,0.0,0.01,0.19
7967,323,20,2009.0,6,26,0.05,0.11,0.0,0.02,0.19
8103,233,16,2013.0,7,32,0.09,0.0,0.07,0.02,0.18
8131,13,3,2011.0,0,111,0.1,0.06,0.0,0.02,0.18
8138,219,13,2011.0,8,137,0.17,0.0,0.0,0.01,0.18
8140,123,10,2016.0,8,22,0.06,0.1,0.0,0.01,0.18
8178,138,20,2011.0,6,135,0.06,0.09,0.0,0.02,0.18
8207,68,20,2008.0,2,72,0.13,0.02,0.01,0.01,0.18
8253,514,11,1996.0,0,9,0.1,0.07,0.0,0.01,0.17
8262,499,6,2003.0,4,139,0.13,0.03,0.0,0.0,0.17
8284,452,11,1999.0,1,28,0.0,0.0,0.16,0.01,0.17
8318,342,15,2006.0,10,42,0.13,0.02,0.0,0.02,0.17
8330,524,22,2014.0,0,7,0.09,0.07,0.0,0.02,0.17
8362,182,12,2001.0,10,130,0.05,0.04,0.06,0.01,0.17
8365,176,22,2007.0,3,84,0.14,0.01,0.0,0.01,0.17
8403,306,6,2003.0,4,26,0.13,0.03,0.0,0.0,0.17
8443,461,3,2005.0,0,139,0.14,0.01,0.0,0.01,0.17
8460,98,0,1982.0,0,18,0.15,0.01,0.0,0.0,0.17
8476,72,13,2009.0,0,7,0.15,0.0,0.0,0.01,0.16
8484,201,20,2010.0,8,91,0.08,0.06,0.0,0.02,0.16
8506,491,20,2012.0,0,7,0.11,0.04,0.0,0.01,0.16
8524,328,11,1998.0,6,58,0.09,0.06,0.0,0.01,0.16
8529,384,22,2014.0,10,72,0.05,0.1,0.0,0.01,0.16
8589,453,8,1999.0,8,7,0.13,0.03,0.0,0.0,0.16
8591,101,8,1999.0,6,125,0.13,0.03,0.0,0.0,0.16
8623,15,22,2005.0,10,129,0.13,0.02,0.0,0.01,0.16
8640,260,5,2001.0,6,72,0.09,0.03,0.04,0.0,0.16
8642,43,13,2008.0,10,86,0.11,0.03,0.0,0.02,0.16
8650,531,20,2011.0,3,42,0.1,0.04,0.0,0.01,0.16
8663,422,22,2010.0,0,72,0.1,0.04,0.0,0.01,0.16
8707,540,3,2005.0,0,7,0.14,0.0,0.0,0.01,0.16
8743,41,23,2004.0,4,84,0.12,0.03,0.0,0.01,0.15
8800,496,5,2005.0,1,125,0.11,0.04,0.0,0.0,0.15
8827,253,3,2011.0,3,137,0.14,0.0,0.0,0.01,0.15
8869,57,20,2009.0,0,37,0.14,0.0,0.0,0.01,0.15
8880,227,20,2007.0,6,7,0.13,0.0,0.0,0.01,0.15
8891,423,23,2004.0,0,125,0.11,0.03,0.0,0.01,0.15
8898,467,5,2004.0,3,137,0.11,0.04,0.0,0.0,0.15
8943,181,11,1999.0,1,33,0.08,0.06,0.0,0.01,0.15
9011,279,16,2014.0,7,94,0.07,0.03,0.02,0.03,0.14
9037,130,10,2010.0,7,42,0.0,0.12,0.0,0.02,0.14
9041,23,3,2006.0,6,135,0.09,0.04,0.0,0.01,0.14
9090,303,11,2001.0,0,5,0.08,0.05,0.0,0.01,0.14
9103,361,15,2009.0,10,128,0.09,0.0,0.04,0.01,0.14
9132,51,11,1997.0,6,125,0.08,0.05,0.0,0.01,0.14
9145,229,22,2010.0,0,7,0.11,0.02,0.0,0.01,0.14
9176,202,5,2002.0,0,26,0.0,0.0,0.14,0.0,0.14
9186,320,1,2015.0,0,26,0.0,0.0,0.14,0.0,0.14
9203,252,22,2011.0,3,72,0.13,0.0,0.0,0.01,0.14
9204,28,11,2001.0,4,137,0.08,0.05,0.0,0.01,0.14
9221,212,15,2007.0,3,98,0.12,0.0,0.0,0.01,0.14
9230,581,3,2005.0,0,72,0.0,0.04,0.1,0.0,0.14
9242,584,15,2010.0,7,94,0.07,0.0,0.06,0.01,0.14
9310,300,11,2001.0,0,5,0.08,0.05,0.0,0.01,0.14
9371,526,24,2015.0,0,7,0.09,0.03,0.0,0.01,0.13
9372,149,10,2012.0,0,110,0.0,0.12,0.0,0.02,0.13
9378,26,11,1997.0,7,72,0.07,0.05,0.0,0.01,0.13
9428,172,6,2002.0,4,72,0.1,0.03,0.0,0.0,0.13
9434,509,11,1998.0,11,41,0.07,0.05,0.0,0.01,0.13
9450,230,13,2014.0,1,75,0.03,0.08,0.0,0.02,0.13
9508,195,22,2011.0,0,140,0.07,0.05,0.0,0.01,0.13
9544,5,3,2007.0,5,52,0.1,0.01,0.0,0.01,0.13
9604,436,20,2009.0,9,42,0.1,0.01,0.0,0.01,0.13
9726,16,16,2013.0,11,7,0.05,0.04,0.0,0.03,0.12
9742,146,20,2009.0,1,79,0.11,0.01,0.0,0.01,0.12
9774,582,12,2005.0,1,129,0.06,0.05,0.0,0.02,0.12
9782,432,1,2015.0,7,17,0.0,0.03,0.09,0.0,0.12
9820,413,8,1999.0,4,135,0.1,0.02,0.0,0.0,0.12
9830,369,22,2006.0,7,111,0.09,0.02,0.0,0.01,0.12
9857,537,5,2003.0,3,131,0.09,0.03,0.0,0.0,0.12
9880,4,14,2016.0,0,132,0.03,0.07,0.0,0.02,0.12
9882,151,13,2011.0,3,114,0.11,0.0,0.0,0.01,0.12
9890,281,23,2003.0,10,84,0.09,0.03,0.0,0.0,0.12
9892,510,22,2014.0,1,132,0.04,0.07,0.0,0.01,0.12
9905,6,15,2011.0,9,89,0.0,0.0,0.12,0.0,0.12
9957,539,3,2007.0,5,131,0.11,0.0,0.0,0.01,0.12
9958,516,16,2014.0,7,11,0.06,0.01,0.02,0.02,0.12
9963,125,6,2005.0,1,55,0.09,0.02,0.0,0.0,0.12
9966,512,11,1998.0,7,17,0.06,0.04,0.0,0.01,0.12
9986,127,3,2009.0,10,89,0.0,0.0,0.12,0.0,0.12
9993,215,20,2011.0,3,42,0.11,0.0,0.0,0.01,0.12
10005,458,23,2002.0,6,16,0.09,0.02,0.0,0.0,0.11
10006,355,17,1995.0,11,130,0.0,0.0,0.11,0.0,0.11
10081,109,3,2006.0,7,89,0.1,0.0,0.0,0.01,0.11
10088,441,1,2015.0,0,7,0.05,0.06,0.0,0.01,0.11
10164,373,15,2008.0,3,122,0.09,0.01,0.0,0.01,0.11
10184,8,3,2010.0,6,118,0.1,0.0,0.0,0.01,0.11
10201,318,12,2002.0,8,126,0.05,0.04,0.0,0.01,0.11
10237,173,15,2011.0,7,72,0.0,0.0,0.11,0.0,0.11
10240,177,1,2011.0,1,51,0.08,0.02,0.0,0.01,0.11
10256,345,23,2003.0,10,84,0.08,0.02,0.0,0.0,0.11
10258,535,11,1999.0,6,121,0.06,0.04,0.0,0.01,0.11
10339,406,15,2005.0,0,72,0.1,0.0,0.0,0.01,0.11
10342,142,5,2005.0,0,92,0.08,0.03,0.0,0.0,0.11
10354,232,11,1995.0,10,62,0.0,0.0,0.1,0.01,0.11
10368,412,3,2008.0,3,72,0.1,0.0,0.0,0.01,0.11
10395,522,16,2016.0,0,130,0.0,0.0,0.11,0.0,0.11
10397,262,15,2012.0,10,89,0.0,0.0,0.11,0.0,0.11
10416,437,5,2003.0,9,143,0.08,0.03,0.0,0.0,0.11
10421,462,3,2011.0,4,7,0.1,0.0,0.0,0.01,0.1
10422,562,18,1995.0,7,3,0.0,0.0,0.1,0.0,0.1
10486,237,20,2008.0,1,25,0.09,0.0,0.0,0.01,0.1
10504,116,15,2004.0,3,114,0.0,0.0,0.1,0.0,0.1
10507,52,15,2007.0,9,72,0.09,0.0,0.0,0.01,0.1
10538,170,3,2008.0,10,101,0.0,0.1,0.0,0.0,0.1
10541,576,15,2008.0,7,117,0.05,0.0,0.04,0.01,0.1
10557,153,12,2002.0,2,41,0.04,0.03,0.02,0.01,0.1
10574,124,10,2004.0,8,7,0.05,0.04,0.0,0.01,0.1
10601,40,13,2012.0,0,72,0.04,0.03,0.01,0.01,0.1
10609,543,5,2004.0,0,7,0.07,0.03,0.0,0.0,0.1
