Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
33,7144,2,2013.0,7,356,5.17,4.05,4.34,0.79,14.35
34,1194,18,2015.0,8,21,5.77,5.81,0.35,2.31,14.24
35,1195,17,2012.0,8,21,4.99,5.88,0.65,2.52,14.03
36,1195,28,2012.0,8,21,8.25,4.3,0.07,1.12,13.73
37,1198,28,2009.0,8,21,8.52,3.63,0.08,1.29,13.51
38,1199,17,2011.0,8,21,5.54,5.82,0.49,1.62,13.46
39,3604,16,2001.0,0,489,6.99,4.51,0.3,1.3,13.1
40,9152,26,2008.0,2,356,6.75,2.61,2.66,1.02,13.04
41,1193,17,2010.0,8,21,5.98,4.44,0.48,1.83,12.73
42,343,4,2005.0,9,356,2.55,3.52,5.33,0.88,12.27
43,5407,2,2011.0,6,356,4.74,3.91,2.67,0.89,12.21
44,3777,28,2007.0,8,320,7.97,2.83,0.13,1.21,12.14
45,3606,18,2014.0,0,489,3.8,5.81,0.36,2.02,11.98
46,7124,4,2009.0,0,356,4.4,2.77,3.96,0.77,11.9
47,9060,10,1996.0,4,356,6.91,2.85,1.91,0.23,11.89
48,3588,16,2004.0,6,451,3.01,0.01,1.1,7.53,11.66
49,9068,26,2007.0,4,356,6.16,3.4,1.2,0.76,11.52
50,7129,2,2014.0,7,356,4.23,3.37,3.08,0.65,11.33
51,9072,5,1992.0,1,356,6.16,2.04,2.69,0.29,11.18
52,3605,28,2008.0,0,489,6.76,3.1,0.14,1.03,11.02
53,3584,15,1997.0,6,451,4.02,3.87,2.54,0.52,10.95
54,9058,2,2011.0,4,356,4.89,2.99,2.13,0.78,10.79
55,3590,17,2010.0,6,451,2.96,4.88,0.81,2.12,10.77
56,1198,17,2009.0,8,21,4.99,3.69,0.38,1.63,10.69
57,3605,17,2008.0,0,489,4.76,3.76,0.44,1.62,10.57
58,9062,23,1993.0,4,356,5.99,2.15,2.12,0.29,10.55
59,7122,6,2004.0,7,356,4.34,2.65,3.15,0.35,10.49
60,9060,4,2004.0,4,356,5.08,3.11,1.25,0.98,10.42
61,4567,26,2011.0,3,519,6.05,3.15,0.0,1.07,10.26
62,1197,28,2013.0,8,21,6.72,2.63,0.04,0.82,10.21
63,3784,28,2010.0,8,320,7.03,1.98,0.08,0.78,9.88
64,5406,10,1996.0,6,356,5.55,1.94,2.23,0.15,9.87
65,6533,2,2012.0,4,356,3.66,3.07,2.47,0.63,9.82
66,3779,28,2012.0,8,320,6.63,2.36,0.04,0.73,9.76
67,3075,15,1997.0,7,451,3.01,2.47,3.28,0.96,9.72
68,1197,17,2013.0,8,21,4.09,3.73,0.38,1.38,9.59
69,4562,26,2010.0,3,519,5.84,2.89,0.01,0.78,9.52
70,3586,15,1999.0,6,451,3.88,3.42,1.69,0.5,9.49
71,1190,28,2007.0,8,21,5.91,2.38,0.13,0.9,9.32
73,5753,28,2013.0,3,320,5.58,2.83,0.02,0.77,9.2
74,342,2,2012.0,9,356,2.01,2.32,4.36,0.41,9.09
75,5425,4,2007.0,3,356,4.46,1.88,1.98,0.7,9.02
76,9535,28,2011.0,7,65,5.03,2.86,0.1,0.85,8.84
77,9070,23,1992.0,6,356,3.54,1.24,3.81,0.18,8.76
78,2848,18,2015.0,10,137,1.11,6.06,0.06,1.26,8.49
79,10704,26,2010.0,3,356,1.79,3.53,2.49,0.68,8.49
81,5422,26,2007.0,3,356,3.81,2.3,1.58,0.73,8.42
82,7114,4,2012.0,7,356,2.91,1.86,3.14,0.43,8.33
83,2862,17,2012.0,0,137,1.06,5.05,0.13,2.01,8.24
84,9793,13,2009.0,9,137,0.98,6.42,0.0,0.71,8.11
85,3561,10,1997.0,8,356,5.8,2.01,0.13,0.15,8.09
86,5395,26,2007.0,10,442,2.58,3.9,0.66,0.91,8.06
87,3078,16,2001.0,7,451,2.91,2.07,2.73,0.33,8.05
88,3077,15,1999.0,7,461,2.28,1.72,3.63,0.23,7.86
89,7156,4,2008.0,7,356,2.82,1.78,2.69,0.55,7.84
90,6828,0,1982.0,5,52,7.28,0.45,0.0,0.08,7.81
91,3608,19,2005.0,0,489,2.9,2.83,0.24,1.75,7.72
92,9069,26,2010.0,4,356,3.66,2.42,0.98,0.64,7.69
93,8810,18,2015.0,8,137,2.93,3.29,0.22,1.23,7.67
94,1192,18,2014.0,8,21,2.8,3.3,0.14,1.37,7.6
95,9690,10,1998.0,0,356,4.1,1.89,1.45,0.16,7.6
96,1626,15,1997.0,4,451,3.78,2.17,1.31,0.31,7.58
97,9065,11,1988.0,4,356,5.39,1.18,0.7,0.19,7.46
98,9154,2,2014.0,2,356,3.24,1.35,2.42,0.43,7.45
99,1206,28,2008.0,8,21,4.79,1.9,0.0,0.69,7.37
100,704,28,2011.0,8,137,4.46,2.13,0.06,0.69,7.34
101,9699,26,2006.0,0,356,3.83,2.19,0.6,0.7,7.31
102,1194,30,2015.0,8,21,4.52,2.09,0.01,0.67,7.3
103,4561,26,2009.0,3,519,3.51,3.03,0.0,0.73,7.27
104,704,17,2011.0,8,137,2.85,2.93,0.35,1.1,7.23
105,6477,16,2003.0,6,137,3.27,2.83,0.08,1.02,7.2
106,9384,15,1998.0,2,451,3.27,2.22,1.4,0.29,7.16
107,1628,15,1998.0,4,451,3.68,1.75,1.42,0.28,7.13
108,9153,7,2001.0,2,356,4.41,1.04,1.39,0.22,7.07
109,5408,27,2014.0,6,356,3.13,2.07,1.27,0.49,6.96
110,2904,18,2015.0,7,65,2.47,3.15,0.24,1.1,6.96
111,5411,7,2003.0,6,356,4.12,1.77,0.87,0.19,6.95
112,4568,26,2012.0,3,519,4.14,2.21,0.0,0.56,6.91
113,2846,17,2013.0,10,137,0.78,4.32,0.07,1.73,6.9
114,6478,16,2004.0,6,137,2.71,3.02,0.08,1.09,6.9
115,5527,16,2002.0,8,137,2.93,2.75,0.17,0.99,6.83
116,10343,17,2011.0,0,451,2.77,2.8,0.19,1.06,6.83
117,1625,15,1996.0,4,451,3.23,2.35,0.94,0.3,6.82
119,3412,28,2008.0,8,320,4.15,1.92,0.06,0.64,6.76
120,10342,17,2009.0,0,451,3.27,2.25,0.21,1.0,6.73
121,1190,17,2007.0,8,21,3.1,2.3,0.28,1.04,6.72
122,2845,17,2011.0,10,137,0.84,4.32,0.11,1.42,6.69
123,780,4,2005.0,3,356,1.67,2.78,1.6,0.62,6.67
124,7604,17,2010.0,0,489,2.79,2.61,0.17,1.03,6.6
125,2847,18,2014.0,10,137,0.79,4.29,0.05,1.47,6.59
126,2269,26,2010.0,4,356,3.25,1.84,1.03,0.47,6.59
127,9535,17,2011.0,7,65,2.55,2.71,0.25,1.05,6.56
128,9682,11,1986.0,0,356,3.74,0.93,1.69,0.14,6.51
129,480,17,2012.0,0,519,2.64,2.56,0.16,1.14,6.5
130,3783,29,2001.0,8,320,4.98,1.3,0.08,0.07,6.43
131,7152,6,2004.0,7,356,2.57,1.58,2.06,0.21,6.41
132,4797,16,2002.0,7,451,3.64,1.2,1.49,0.07,6.4
133,7151,5,2000.0,7,356,2.55,1.56,1.29,0.99,6.39
134,3778,28,2009.0,8,320,4.34,1.35,0.06,0.61,6.36
135,7604,28,2010.0,0,489,3.7,1.97,0.09,0.57,6.34
136,9077,7,2002.0,4,356,4.01,1.26,0.87,0.17,6.31
137,8927,23,1992.0,2,84,2.47,0.83,2.87,0.12,6.3
138,10871,13,2004.0,7,21,0.07,6.21,0.0,0.0,6.28
139,2500,15,1999.0,0,176,3.11,2.8,0.02,0.33,6.27
140,4777,28,2010.0,10,320,3.92,1.78,0.03,0.51,6.24
141,3413,28,2011.0,8,320,4.05,1.62,0.07,0.49,6.24
142,3411,28,2006.0,8,320,3.54,1.9,0.07,0.6,6.11
143,5648,16,2001.0,0,273,2.45,2.01,0.87,0.72,6.05
144,8614,8,1992.0,4,442,4.47,1.2,0.16,0.19,6.03
145,5652,17,2008.0,0,273,2.63,1.74,0.83,0.83,6.03
146,5647,15,1998.0,0,273,3.18,1.83,0.78,0.24,6.03
147,9662,17,2013.0,0,453,2.41,2.28,0.28,1.01,5.99
148,3092,16,2006.0,7,460,1.88,0.0,2.33,1.74,5.95
149,5082,17,2008.0,4,451,2.8,2.05,0.17,0.9,5.92
150,2411,4,2009.0,7,356,0.66,0.69,4.35,0.15,5.84
152,7639,15,1998.0,0,536,1.88,1.47,2.02,0.45,5.82
153,9383,15,1996.0,2,451,2.26,1.89,1.36,0.23,5.74
155,2024,18,2014.0,8,21,2.49,2.05,0.16,0.96,5.65
156,9441,11,1988.0,5,356,2.97,0.69,1.81,0.11,5.58
157,478,17,2009.0,0,519,2.54,1.95,0.21,0.87,5.57
158,9151,10,1999.0,2,356,2.95,0.6,1.97,0.04,5.55
159,475,28,2007.0,1,519,3.28,1.65,0.07,0.55,5.55
160,657,17,2011.0,0,543,2.7,1.91,0.11,0.8,5.53
161,3199,28,2009.0,6,320,2.99,1.92,0.1,0.51,5.51
162,5877,19,2008.0,7,84,0.47,0.57,4.13,0.34,5.5
163,9061,6,2001.0,4,356,3.14,1.24,0.91,0.2,5.49
164,5412,6,2001.0,6,356,2.62,1.64,0.99,0.23,5.47
165,9078,6,2001.0,4,356,3.21,1.11,0.95,0.2,5.46
166,7141,10,1999.0,11,356,3.18,1.24,0.94,0.09,5.45
168,1631,16,2001.0,4,523,2.07,2.29,0.24,0.82,5.42
169,5753,17,2014.0,3,451,1.97,2.51,0.0,0.94,5.42
170,3095,17,2009.0,7,460,1.74,1.24,1.87,0.52,5.36
171,2328,5,1989.0,5,356,2.18,0.96,2.0,0.2,5.34
172,7130,5,1999.0,3,356,3.02,1.12,1.01,0.16,5.31
173,480,28,2012.0,0,519,3.13,1.71,0.03,0.44,5.3
174,3065,15,2000.0,7,461,1.62,0.77,2.78,0.14,5.3
175,3081,16,2003.0,7,137,1.92,1.08,2.11,0.17,5.29
176,2261,10,1999.0,4,356,3.33,0.79,1.09,0.06,5.27
177,478,28,2009.0,0,519,3.1,1.56,0.08,0.51,5.27
178,7336,4,2007.0,5,356,1.22,2.48,1.03,0.52,5.26
179,10047,15,1997.0,0,136,2.3,2.46,0.2,0.28,5.24
180,5290,16,2006.0,10,137,4.26,0.26,0.01,0.71,5.23
181,2427,16,2004.0,7,460,0.65,0.75,3.61,0.2,5.21
183,9066,6,2003.0,4,356,2.93,1.25,0.83,0.2,5.2
184,6534,27,2012.0,4,356,2.32,1.3,1.27,0.31,5.19
185,9073,5,1994.0,4,356,2.49,0.98,1.57,0.15,5.19
186,2862,28,2012.0,0,137,1.08,3.48,0.03,0.58,5.18
187,9693,4,2007.0,0,356,1.9,1.83,0.95,0.49,5.17
188,2266,23,1995.0,4,356,2.1,0.74,2.2,0.11,5.15
189,10057,2,2013.0,9,356,0.96,2.02,1.89,0.28,5.15
190,5395,4,2008.0,10,442,1.64,2.48,0.44,0.58,5.14
191,5529,16,2003.0,8,137,1.98,2.23,0.13,0.8,5.13
192,4834,5,1992.0,4,356,2.71,0.61,1.7,0.11,5.13
193,2883,28,2010.0,7,320,3.59,1.11,0.05,0.38,5.13
194,1192,30,2014.0,8,21,3.21,1.53,0.01,0.38,5.13
195,5708,13,1996.0,9,320,3.22,1.69,0.0,0.2,5.12
196,3687,16,2006.0,3,423,3.81,0.63,0.0,0.68,5.12
197,7644,17,2009.0,0,84,1.96,1.43,1.08,0.65,5.11
198,3606,30,2014.0,0,489,2.66,2.01,0.0,0.41,5.08
199,3612,19,2006.0,0,489,1.7,2.02,0.16,1.21,5.08
200,2861,17,2010.0,10,137,0.6,3.29,0.06,1.13,5.08
201,9064,5,1999.0,4,356,3.4,1.3,0.15,0.22,5.07
202,7635,15,1996.0,0,536,2.05,1.16,1.11,0.73,5.05
203,10069,15,1999.0,10,21,3.42,1.38,0.02,0.2,5.02
204,9154,27,2014.0,2,356,2.59,1.06,0.8,0.57,5.02
205,10640,15,1999.0,11,136,2.79,1.89,0.0,0.33,5.01
206,8769,15,1998.0,4,451,3.36,1.36,0.07,0.21,5.0
207,5061,26,2007.0,8,356,3.06,1.18,0.29,0.46,5.0
208,3688,16,2007.0,3,21,3.49,0.01,0.01,1.48,4.98
209,2901,28,2008.0,7,65,3.39,1.03,0.09,0.44,4.96
210,7126,4,2007.0,7,356,1.85,1.2,1.54,0.37,4.96
211,10345,17,2007.0,0,451,2.31,1.73,0.12,0.78,4.94
212,5274,16,2005.0,10,137,3.98,0.26,0.01,0.66,4.91
213,4970,4,2007.0,0,285,2.89,1.54,0.0,0.46,4.9
214,2076,10,1997.0,6,356,2.91,0.99,0.89,0.1,4.88
215,5876,19,2010.0,7,84,0.0,0.0,4.87,0.0,4.87
216,2328,11,1990.0,5,356,2.62,0.6,1.52,0.1,4.85
217,3526,17,2010.0,0,451,2.74,1.36,0.12,0.63,4.84
218,8861,13,2010.0,11,21,2.56,1.68,0.0,0.59,4.83
219,475,17,2007.0,1,519,1.91,2.0,0.09,0.83,4.83
220,2847,17,2014.0,10,137,0.57,3.14,0.04,1.07,4.82
221,1638,15,1999.0,6,451,2.57,1.57,0.44,0.21,4.79
222,2849,18,2016.0,10,137,0.28,3.75,0.06,0.69,4.77
223,657,28,2011.0,0,543,2.99,1.31,0.04,0.41,4.76
224,2502,15,2000.0,0,52,2.36,2.1,0.02,0.25,4.73
225,9778,16,2003.0,6,539,1.73,2.19,0.0,0.79,4.7
226,10070,15,2000.0,10,21,3.05,1.41,0.02,0.2,4.68
227,340,26,2008.0,9,356,1.87,1.12,1.32,0.37,4.68
228,9712,16,2002.0,0,137,1.94,1.95,0.08,0.7,4.67
229,3201,28,2011.0,6,320,2.08,2.04,0.06,0.47,4.64
230,10044,15,1996.0,0,136,2.29,1.97,0.13,0.24,4.63
231,3688,26,2007.0,3,21,3.06,1.12,0.0,0.44,4.62
233,9697,7,2002.0,0,356,2.6,0.99,0.89,0.13,4.6
235,5162,2,2013.0,0,356,1.78,1.39,1.1,0.3,4.58
236,8717,27,2015.0,8,356,1.55,1.15,1.44,0.43,4.57
237,9662,18,2014.0,0,451,1.78,1.87,0.07,0.82,4.55
238,3688,28,2007.0,3,21,3.19,0.92,0.01,0.42,4.53
239,5291,16,2004.0,10,137,4.18,0.26,0.01,0.08,4.53
240,7072,0,1981.0,4,21,4.21,0.24,0.0,0.05,4.5
241,5275,16,2006.0,10,137,3.63,0.24,0.01,0.61,4.49
242,8706,16,2002.0,0,21,2.71,1.51,0.03,0.23,4.48
243,2426,15,2000.0,7,143,0.2,0.14,4.1,0.02,4.47
244,10347,18,2015.0,0,451,1.96,1.69,0.08,0.74,4.47
245,1192,17,2014.0,8,21,1.54,1.94,0.19,0.77,4.45
246,3523,16,2005.0,0,451,2.71,1.29,0.02,0.43,4.45
247,6595,27,2012.0,3,356,2.55,1.11,0.46,0.33,4.44
248,5699,26,2010.0,3,519,2.67,1.35,0.01,0.39,4.42
249,10072,16,2001.0,10,21,2.66,1.29,0.01,0.46,4.41
250,10734,16,2006.0,10,273,0.1,2.39,1.05,0.86,4.39
251,9533,28,2006.0,7,489,2.82,1.05,0.13,0.4,4.39
252,11087,11,1987.0,1,356,2.19,0.5,1.61,0.08,4.38
253,6482,16,2005.0,6,137,2.03,1.79,0.08,0.47,4.37
254,7668,17,2006.0,8,451,1.73,1.73,0.14,0.75,4.35
255,8613,8,1991.0,4,442,3.03,0.91,0.26,0.13,4.34
256,4800,16,2005.0,7,460,2.2,0.58,1.38,0.17,4.33
257,2846,28,2013.0,10,137,0.92,2.93,0.01,0.46,4.31
258,1192,28,2014.0,8,21,2.75,1.18,0.0,0.37,4.31
259,497,0,1980.0,8,52,4.0,0.26,0.0,0.05,4.31
260,2882,28,2008.0,7,320,2.51,1.27,0.11,0.41,4.31
261,3780,30,2015.0,8,320,2.64,1.2,0.03,0.39,4.26
262,9059,27,2013.0,4,356,2.11,1.11,0.72,0.3,4.25
263,656,17,2009.0,0,136,2.23,1.34,0.07,0.61,4.25
264,487,17,2011.0,0,519,1.41,2.02,0.1,0.72,4.24
265,6361,6,2001.0,3,344,3.0,1.11,0.05,0.07,4.24
266,5650,16,2004.0,0,273,1.46,0.0,0.83,1.93,4.23
267,1891,19,2006.0,4,451,2.45,1.02,0.0,0.75,4.22
268,10596,13,1995.0,11,21,1.7,2.27,0.0,0.23,4.21
269,9690,2,2011.0,0,356,2.03,1.27,0.62,0.3,4.21
270,2856,16,2005.0,10,137,0.78,2.55,0.04,0.84,4.21
271,2800,16,2003.0,3,451,0.88,2.3,0.2,0.83,4.2
272,10344,18,2016.0,8,451,1.3,2.07,0.18,0.65,4.2
273,3591,17,2007.0,6,451,1.28,1.83,0.57,0.53,4.2
274,487,28,2011.0,0,519,2.25,1.47,0.04,0.43,4.19
275,8928,17,2009.0,2,84,2.02,1.06,0.58,0.53,4.19
276,2845,28,2011.0,10,137,0.84,2.79,0.02,0.53,4.19
277,9366,11,1989.0,0,382,3.38,0.44,0.31,0.04,4.17
278,2778,11,1984.0,6,356,2.04,0.48,1.57,0.07,4.16
279,3240,15,1997.0,0,212,3.79,0.27,0.0,0.11,4.16
280,5289,16,2002.0,10,137,3.36,0.21,0.01,0.56,4.14
281,10643,18,2014.0,0,519,1.4,1.86,0.11,0.77,4.14
282,3769,13,1997.0,8,539,4.03,0.0,0.09,0.0,4.12
283,9079,23,1995.0,4,356,1.65,0.61,1.76,0.09,4.12
284,2857,16,2006.0,10,137,0.71,2.48,0.03,0.89,4.11
286,8924,23,1992.0,2,84,1.42,0.51,2.1,0.07,4.1
288,2904,30,2015.0,7,65,2.45,1.26,0.01,0.37,4.09
289,10875,13,2007.0,7,21,2.57,1.52,0.0,0.0,4.09
290,2907,28,2010.0,7,65,2.65,1.06,0.04,0.33,4.08
291,3525,16,2007.0,0,451,2.32,0.04,0.04,1.67,4.07
292,3198,28,2007.0,6,320,2.35,1.28,0.03,0.41,4.06
293,10846,16,2005.0,10,273,0.12,2.26,0.9,0.77,4.06
294,6371,15,1996.0,3,451,2.28,1.55,0.16,0.06,4.05
295,9390,16,2000.0,2,344,1.68,1.51,0.51,0.35,4.05
296,2962,18,2014.0,8,519,1.12,2.12,0.1,0.69,4.03
297,8784,10,1997.0,8,356,2.78,0.58,0.64,0.04,4.03
298,5753,18,2014.0,3,453,1.38,1.87,0.12,0.65,4.02
299,3565,11,1984.0,10,356,1.22,0.28,2.46,0.04,4.01
300,2901,17,2008.0,7,65,2.15,1.2,0.07,0.59,4.01
301,7337,4,2007.0,5,356,0.92,1.78,0.92,0.37,4.0
302,5005,28,2009.0,8,137,2.67,0.89,0.05,0.37,3.99
303,6373,16,2005.0,3,344,2.08,1.35,0.0,0.54,3.98
304,2599,26,2009.0,10,137,2.1,1.36,0.06,0.4,3.92
305,489,18,2014.0,0,519,1.18,1.96,0.08,0.7,3.92
306,2274,5,1994.0,4,356,1.97,0.76,1.07,0.11,3.91
307,10077,16,2003.0,10,21,2.29,1.17,0.01,0.42,3.9
308,482,17,2013.0,0,519,1.33,1.71,0.13,0.73,3.89
309,5873,2,2014.0,7,356,0.67,0.49,2.62,0.11,3.89
310,5973,17,2006.0,6,451,1.53,1.61,0.06,0.67,3.88
311,9535,13,2011.0,7,65,1.15,2.09,0.0,0.64,3.88
312,9387,16,2005.0,2,344,0.93,1.94,0.31,0.7,3.87
313,2441,11,1988.0,7,143,0.1,0.0,3.77,0.0,3.87
314,8748,17,2010.0,10,451,2.12,1.14,0.1,0.51,3.87
315,6153,18,2015.0,10,489,2.48,0.65,0.03,0.69,3.85
316,10844,16,2004.0,10,273,0.16,1.89,1.12,0.68,3.85
317,3145,4,2007.0,3,356,0.87,1.57,1.05,0.35,3.84
318,6369,15,1995.0,3,451,2.12,1.44,0.22,0.06,3.84
319,9686,5,1992.0,0,356,2.21,0.96,0.54,0.13,3.83
320,5390,4,2009.0,7,356,2.26,0.48,0.81,0.27,3.83
321,781,26,2007.0,3,356,1.06,1.93,0.41,0.43,3.82
322,6601,2,2011.0,9,356,1.44,1.37,0.73,0.27,3.81
323,658,18,2015.0,0,543,1.49,1.58,0.1,0.61,3.79
324,5394,26,2011.0,10,442,1.14,1.91,0.27,0.46,3.78
325,4953,28,2008.0,0,21,2.4,1.03,0.0,0.36,3.78
326,7650,15,1996.0,0,536,1.82,1.24,0.47,0.25,3.77
327,7532,19,2007.0,4,451,1.4,1.4,0.1,0.87,3.77
328,4563,26,2013.0,3,519,1.98,1.47,0.0,0.32,3.76
329,9817,13,2002.0,9,137,2.03,1.56,0.0,0.17,3.76
330,9094,26,2007.0,4,356,1.98,0.88,0.59,0.32,3.76
331,3836,15,2001.0,0,137,1.37,2.0,0.14,0.22,3.73
332,9865,18,2015.0,7,344,0.96,2.0,0.21,0.56,3.73
333,7641,15,1999.0,0,136,1.3,0.77,1.54,0.11,3.72
334,8774,15,2000.0,4,451,1.93,1.58,0.0,0.19,3.71
335,2867,16,2004.0,10,137,0.58,2.48,0.04,0.59,3.7
336,7158,5,1998.0,11,356,1.49,0.73,1.38,0.1,3.7
337,705,17,2013.0,8,137,1.3,1.51,0.27,0.61,3.69
338,6083,4,2007.0,9,137,1.59,1.61,0.08,0.41,3.69
339,3236,4,2009.0,3,356,0.0,0.0,3.67,0.0,3.67
340,10073,16,2002.0,10,21,2.13,1.18,0.01,0.35,3.67
341,5714,19,2005.0,6,489,1.65,1.22,0.0,0.79,3.66
342,608,10,1998.0,4,356,1.87,1.13,0.55,0.1,3.65
343,7947,16,2002.0,8,451,2.53,0.81,0.06,0.24,3.65
344,3698,26,2008.0,3,21,2.33,0.97,0.0,0.35,3.65
345,3592,17,2013.0,6,451,0.71,1.8,0.4,0.74,3.64
347,7140,10,1999.0,9,356,2.23,0.68,0.66,0.06,3.63
348,2860,17,2009.0,10,137,0.6,2.46,0.05,0.52,3.63
349,7292,16,2007.0,10,273,0.05,0.0,0.64,2.93,3.63
350,1197,18,2013.0,8,21,1.78,1.42,0.05,0.38,3.63
351,7642,16,2005.0,0,84,2.08,0.83,0.46,0.25,3.62
352,10038,18,2016.0,8,519,1.28,1.61,0.15,0.57,3.61
353,8830,16,2004.0,8,285,1.93,1.22,0.03,0.44,3.61
354,2286,13,1994.0,8,536,2.05,1.4,0.0,0.16,3.61
355,9779,16,2001.0,6,137,2.02,1.17,0.0,0.42,3.61
356,1583,4,2007.0,9,6,1.61,1.5,0.1,0.39,3.61
357,5161,7,2001.0,0,356,2.38,0.67,0.46,0.1,3.6
358,8831,16,2005.0,8,285,2.18,1.02,0.03,0.37,3.59
359,10556,15,2000.0,2,483,2.01,1.35,0.06,0.16,3.58
360,1680,15,1997.0,4,163,1.57,1.79,0.0,0.2,3.56
361,3608,16,2006.0,0,489,1.56,1.4,0.07,0.5,3.54
362,9556,16,2002.0,0,451,1.23,1.77,0.05,0.49,3.54
363,10048,15,1997.0,0,136,1.66,1.58,0.12,0.18,3.54
364,4346,16,2001.0,8,137,1.9,1.13,0.1,0.41,3.53
365,4971,16,2005.0,0,136,1.98,1.14,0.01,0.41,3.53
366,705,28,2013.0,8,137,2.14,1.08,0.02,0.29,3.53
367,2861,28,2010.0,10,137,0.71,2.4,0.02,0.4,3.53
368,7864,15,2000.0,0,483,1.96,1.33,0.0,0.23,3.52
369,8766,15,1999.0,4,451,2.14,1.21,0.01,0.17,3.52
370,5004,28,2008.0,8,137,2.66,0.5,0.05,0.3,3.52
371,5396,4,2009.0,10,442,1.22,1.66,0.27,0.38,3.52
372,7644,28,2009.0,0,84,2.11,0.94,0.12,0.34,3.51
373,2268,23,1996.0,4,356,1.17,0.5,1.75,0.08,3.51
374,486,28,2010.0,0,519,2.84,0.39,0.03,0.24,3.5
376,656,28,2009.0,0,136,2.2,0.97,0.02,0.31,3.5
377,1480,4,2006.0,3,356,0.59,1.83,0.73,0.35,3.5
378,2866,16,2006.0,10,137,0.59,2.36,0.04,0.51,3.49
379,8810,30,2015.0,8,137,1.94,1.22,0.02,0.31,3.49
380,708,28,2010.0,8,137,2.09,1.02,0.04,0.32,3.48
381,3693,4,2008.0,3,21,2.11,1.01,0.01,0.35,3.48
382,489,30,2014.0,0,519,2.26,0.89,0.0,0.3,3.46
383,2961,17,2012.0,8,519,0.88,1.75,0.1,0.72,3.45
384,5872,2,2013.0,7,84,0.0,0.0,3.44,0.0,3.44
385,967,28,2009.0,8,489,2.39,0.73,0.03,0.29,3.44
386,9386,16,2002.0,2,344,1.55,1.27,0.33,0.29,3.44
387,705,18,2013.0,8,137,1.34,1.54,0.17,0.38,3.43
388,5083,17,2011.0,4,451,1.82,1.07,0.06,0.47,3.42
389,3603,15,1998.0,0,489,1.13,2.07,0.0,0.22,3.42
390,3061,23,1994.0,7,461,0.86,0.0,2.55,0.02,3.42
391,8698,16,2004.0,0,21,1.75,1.2,0.02,0.43,3.41
392,2810,5,1990.0,6,356,1.73,0.69,0.59,0.4,3.41
393,2864,16,2002.0,10,137,0.46,2.28,0.05,0.61,3.4
394,1632,15,2000.0,3,451,1.56,1.47,0.19,0.17,3.39
395,4943,28,2008.0,0,543,2.03,1.03,0.0,0.32,3.38
396,5656,18,2015.0,0,273,1.08,1.35,0.48,0.47,3.38
397,9694,4,2009.0,0,356,1.43,0.94,0.74,0.27,3.38
398,10559,15,1998.0,2,17,2.47,0.76,0.0,0.13,3.36
399,9688,10,2000.0,0,356,1.9,0.67,0.73,0.06,3.36
400,7340,4,2008.0,5,356,0.65,1.61,0.82,0.28,3.36
